"Food code","Food name","Component code","Component name","Facet(s) code","Facet(s) Description","Percentage","Probability","Reverse Yield Factor","Allocation Factor"
"A.10.04.007","Fudge","I.10.03.008.002","Milk chocolate, plain","To be further disaggregated (d)",,62.4,1,1,1
"A.10.04.008","Drag̩e, sugar coated","A.10.02.001","Nutritive sweeteners (e.g., sorbitol, manitol)","To be further disaggregated (d)",,5,1,1,1
"A.10.04.008","Drag̩e, sugar coated","A.10.01.001","White sugar","To be further disaggregated (d)",,95,1,1,1
"A.10.04.009","Sugar cotton","A.10.01.001","White sugar","To be further disaggregated (d)",,100,1,1,1
"A.10.04.010","Foamed sugar products (marshmallows)","A.09.01.003","Egg white, chicken","To be further disaggregated (d)",,10.37,1,1,1
"A.10.04.010","Foamed sugar products (marshmallows)","A.16.10.008","Gelatine","F28.A0C0R","PROCESS=Processed",8.89,1,1,1
"A.10.04.010","Foamed sugar products (marshmallows)","A.10.06.002","Maple syrup","To be further disaggregated (d)",,2.22,1,1,1
"A.10.04.010","Foamed sugar products (marshmallows)","A.16.09.002","Vanilla essence","To be further disaggregated (d)",,0.74,1,1,1
"A.10.04.010","Foamed sugar products (marshmallows)","A.10.01.001","White sugar","To be further disaggregated (d)",,77.78,1,1,1
"A.10.04.011","Liquorice candies","A.10.06.004","Corn syrup","To be further disaggregated (d)",,30.9,1,1,1
"A.10.04.011","Liquorice candies","A.16.09.008","Liquorice (Glycyrrhiza glabra)","F28.A07MJ","PROCESS=Extraction",1.3,1,1,1
"A.10.04.011","Liquorice candies","A.10.01.001","White sugar","To be further disaggregated (d)",,67.8,1,1,1
"A.10.04.012","Gum drops","A.11.03.002","Coconut fat","To be further disaggregated (d)",,6,1,1,1
"A.10.04.012","Gum drops","A.10.06.004","Corn syrup","To be further disaggregated (d)",,50,1,1,1
"A.10.04.012","Gum drops","A.16.09","Flavourings or essences","To be further disaggregated (p)",,1,1,1,1
"A.10.04.012","Gum drops","A.16.10.008","Gelatine","F28.A0C0R","PROCESS=Processed",2,1,1,1
"A.10.04.012","Gum drops","A.10.01.001","White sugar","To be further disaggregated (d)",,41,1,1,1
"A.10.04.013","Jelly candies","A.11.03.002","Coconut fat","To be further disaggregated (d)",,6,1,1,1
"A.10.04.013","Jelly candies","A.10.06.004","Corn syrup","To be further disaggregated (d)",,50,1,1,1
"A.10.04.013","Jelly candies","A.16.09","Flavourings or essences","To be further disaggregated (p)",,1,1,1,1
"A.10.04.013","Jelly candies","A.16.10.008","Gelatine","F28.A0C0R","PROCESS=Processed",2,1,1,1
"A.10.04.013","Jelly candies","A.10.01.001","White sugar","To be further disaggregated (d)",,41,1,1,1
"A.10.04.014","Nougat","A.04.03.001","Almond, sweet (Prunus amygalus dulcis)","F28.A07XD","PROCESS=Unspecified",35.93,1,1,1
"A.10.04.014","Nougat","A.09.01.003","Egg white, chicken","To be further disaggregated (d)",,5.92,1,1,1
"A.10.04.014","Nougat","A.10.07","Honey","F28.A07XD","PROCESS=Unspecified",26.63,1,1,1
"A.10.04.014","Nougat","A.12.01.010","Juice, Lemon","To be further disaggregated (d)",,0.5,1,1,1
"A.10.04.014","Nougat","A.04.03.011","Pistachios (Pistachia vera)","F28.A07XD","PROCESS=Unspecified",10.57,1,1,1
"A.10.04.014","Nougat","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.08,1,1,1
"A.10.04.014","Nougat","A.16.09.002","Vanilla essence","To be further disaggregated (d)",,0.08,1,1,1
"A.10.04.014","Nougat","A.10.01.001","White sugar","To be further disaggregated (d)",,20.29,1,1,1
"A.10.04.016","Chewing gum with added sugar","A.10.06.004","Corn syrup","To be further disaggregated (d)",,18.5,1,1,1
"A.10.04.016","Chewing gum with added sugar","A.16.09","Flavourings or essences","To be further disaggregated (p)",,1.5,1,1,1
"A.10.04.016","Chewing gum with added sugar","A.16.10.007","Gum","F28.A0C0R","PROCESS=Processed",20,1,1,1
"A.10.04.016","Chewing gum with added sugar","A.10.01.011","Sucrose","To be further disaggregated (d)",,60,1,1,1
"A.10.04.017","Chewing gum without added sugar","A.16.09","Flavourings or essences","To be further disaggregated (p)",,2.08,1,1,1
"A.10.04.017","Chewing gum without added sugar","A.16.10.007","Gum","F28.A0C0R","PROCESS=Processed",31.17,1,1,1
"A.10.04.017","Chewing gum without added sugar","A.10.02.001","Nutritive sweeteners (e.g., sorbitol, manitol)","To be further disaggregated (d)",,66.75,1,1,1
"A.10.05.002","Chocolate sauce","I.10.03.002.002","Bitter-sweet chocolate, plain","To be further disaggregated (d)",,40,1,1,1
"A.10.05.002","Chocolate sauce","A.08.05.001.004","Cream 40 % fat","To be further disaggregated (d)",,35,1,1,1
"A.10.05.002","Chocolate sauce","A.10.01.001","White sugar","To be further disaggregated (d)",,25,1,1,1
"A.10.05.003","Fudge sauce","A.11.01.001","Butter","To be further disaggregated (d)",,18.75,1,1,1
"A.10.05.003","Fudge sauce","A.02.11.002","Cocoa powder","To be further disaggregated (d)",,2.5,1,1,1
"A.10.05.003","Fudge sauce","A.08.03.001","Evaporated milk (milk evaporated down to less than a half of its original volume. It is unsweetened.)","To be further disaggregated (d)",,28.33,1,1,1
"A.10.05.003","Fudge sauce","A.16.09.002","Vanilla essence","To be further disaggregated (d)",,0.42,1,1,1
"A.10.05.003","Fudge sauce","A.10.01.001","White sugar","To be further disaggregated (d)",,50,1,1,1
"A.10.05.004","Alcoholic sweet sauce","A.16.10.008","Gelatine","F28.A0C0R","PROCESS=Processed",2.46,1,1,1
"A.10.05.004","Alcoholic sweet sauce","A.12.01.010","Juice, Lemon","To be further disaggregated (d)",,4.92,1,1,1
"A.10.05.004","Alcoholic sweet sauce","A.15.01","Tap water","F28.A07XD","PROCESS=Unspecified",7.38,1,1,1
"A.10.05.004","Alcoholic sweet sauce","A.10.01.001","White sugar","To be further disaggregated (d)",,14.75,1,1,1
"A.10.05.004","Alcoholic sweet sauce","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",29.51,1,1,1
"A.10.05.004","Alcoholic sweet sauce","A.14.02.001","Wine, white","To be further disaggregated (d)",,40.98,1,1,1
"A.10.06.001","Molasses","A.02.08.001","Sugar beet (root) (Beta vulgaris)","F28.A0C04$F02.A06EG","PROCESS=Sugar production, PART-NATURE=Syrup (as part-nature)",100,0.5,25,0.8
"A.10.06.001","Molasses","A.02.08.002","Sugar cane (Saccharum officinarum)","F28.A0C04$F02.A06EG","PROCESS=Sugar production, PART-NATURE=Syrup (as part-nature)",100,0.5,20,0.8
"A.10.06.002","Maple syrup","I.02.08.005","Maples (trunk sap)","F28.A0C04$F02.A06EG","PROCESS=Sugar production, PART-NATURE=Syrup (as part-nature)",100,1,0.03,1
"A.10.06.003","Barley malt syrup","A.16.04.014","Malt extract","To be further disaggregated (d)",,100,1,1,1
"A.10.06.004","Corn syrup","A.01.02.003","Corn grain","F28.A0C04$F02.A06EG","PROCESS=Sugar production, PART-NATURE=Syrup (as part-nature)",100,1,1.63,0.91
"A.10.06.005","Sugar beet syrup","A.02.08.001","Sugar beet (root) (Beta vulgaris)","F28.A0C04$F02.A06EG","PROCESS=Sugar production, PART-NATURE=Syrup (as part-nature)",100,1,25,0.8
"A.10.06.006","Treacle","A.02.08.001","Sugar beet (root) (Beta vulgaris)","F28.A0C04$F02.A06EG","PROCESS=Sugar production, PART-NATURE=Syrup (as part-nature)",100,0.5,25,0.8
"A.10.06.006","Treacle","A.02.08.002","Sugar cane (Saccharum officinarum)","F28.A0C04$F02.A06EG","PROCESS=Sugar production, PART-NATURE=Syrup (as part-nature)",100,0.5,20,0.8
"A.10.07.001","Honey, monofloral","A.10.07","Honey","F28.A07XD","PROCESS=Unspecified",100,1,1,1
"A.10.07.002","Honey, polyfloral","A.10.07","Honey","F28.A07XD","PROCESS=Unspecified",100,1,1,1
"A.10.07.003","Honey, blended","A.10.07","Honey","F28.A07XD","PROCESS=Unspecified",100,1,1,1
"A.11.01.001","Butter","A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)","F28.A07MH$F02.A06BE","PROCESS=Churning, PART-NATURE=Butter (as part-nature)",100,1,21.3,0.48
"A.11.01.002","Butter oil","A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)","F28.A07MH$F28.A0BZT$F02.A06BE","PROCESS=Churning, PROCESS=Refining, PART-NATURE=Butter (as part-nature)",100,1,25,0.48
"A.11.01.003","Ghee","A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)","F28.A07MH$F28.A0BZT$F02.A06BE","PROCESS=Churning, PROCESS=Refining, PART-NATURE=Butter (as part-nature)",100,1,25,0.48
"A.11.01.004","Pork lard (Schmaltz)","A.06.01.003","Pork / piglet meat (Sus scrofa)","F28.A07XD$F02.A069J","PROCESS=Unspecified, PART-NATURE=Fat tissue (as part-nature)",100,1,1,1
"A.11.01.005","Chicken fat","A.06.02.001","Chicken meat (Gallus domesticus)","F28.A07XD$F02.A069J","PROCESS=Unspecified, PART-NATURE=Fat tissue (as part-nature)",100,1,1,1
"A.11.01.006","Goose fat","A.06.02.004","Goose meat (Anser, Branta, Chen)","F28.A07XD$F02.A069J","PROCESS=Unspecified, PART-NATURE=Fat tissue (as part-nature)",100,1,1,1
"A.11.01.007","Duck fat","A.06.02.003","Duck meat (Anas spp.)","F28.A07XD$F02.A069J","PROCESS=Unspecified, PART-NATURE=Fat tissue (as part-nature)",100,1,1,1
"A.11.01.008","Turkey fat","A.06.02.002","Turkey meat (Meleagris gallopavo)","F28.A07XD$F02.A069J","PROCESS=Unspecified, PART-NATURE=Fat tissue (as part-nature)",100,1,1,1
"A.11.01.009","Tallow","A.06.01.001","Beef meat (Bos spp.)","F28.A07XD$F02.A069J","PROCESS=Unspecified, PART-NATURE=Fat tissue (as part-nature)",100,1,1,1
"A.11.02.001","Herring oil","A.07.01.001","Herring (Clupea)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,20,0.85
"A.11.02.003","Cod liver oil","I.07.01.017.001","Cod (Gadus morhua)","F28.A0C02$F02.A069M","PROCESS=Oil production, PART-NATURE=Liver (as part-nature)",100,1,20,0.85
"A.11.03.001","Peanuts butter","A.11.03.004","Palm fat","To be further disaggregated (d)",,6.7,1,1,1
"A.11.03.001","Peanuts butter","A.04.02.021","Peanut (Arachis hypogea)","F28.A0C6N","PROCESS=Pulping / mashing",86,1,1.18,1
"A.11.03.001","Peanuts butter","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.6,1,1,1
"A.11.03.001","Peanuts butter","A.11.04.017","Sunflower oil","To be further disaggregated (d)",,6.7,1,1,1
"A.11.03.002","Coconut fat","A.04.03.006","Coconuts (Cocos nucifera)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,7.81,0.85
"A.11.03.003","Cocoa butter","A.02.11.001","Cocoa beans (fermented beans) (Theobroma cacao)","F28.A07HC$F28.A07LA$F28.A0C02$F02.A068M","PROCESS=Toasting / coffee roasting, PROCESS=Grinding / milling / crushing, PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,2.66,0.38
"A.11.03.004","Palm fat","A.05.05.003","Palmfruit (Elaeis guineensis)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,5.26,0.85
"A.11.04","Vegetable oil","A.11.04.007","Oil, frying, blend",,,100,1,1,1
"A.11.04.001","Almond oil","A.04.03.001","Almond, sweet (Prunus amygalus dulcis)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,2.22,0.85
"A.11.04.002","Coconut oil","A.04.03.006","Coconuts (Cocos nucifera)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,7.81,0.85
"A.11.04.003","Corn oil","A.01.02.003","Corn grain","F28.A0C03$F28.A0C02$F02.A068A","PROCESS=Grain milling, PROCESS=Oil production, PART-NATURE=Germ (as part-nature)",100,1,37,0.85
"A.11.04.004","Cottonseed oil","A.04.04.008","Cotton seed (Gossypium spp.)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,9.92,0.85
"A.11.04.005","Grape seed oil","I.04.04.015","Grape seeds","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,2.86,0.85
"A.11.04.006","Linseed oil","A.04.04.001","Linseed (Linum usitatissimum)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,2.86,0.85
"A.11.04.007","Oil, frying, blend","A.11.04.013","Rapeseed oil","To be further disaggregated (d)",,40,1,1,1
"A.11.04.007","Oil, frying, blend","A.11.04.017","Sunflower oil","To be further disaggregated (d)",,60,1,1,1
"A.11.04.008","Olive oil","A.05.05.001","Olives for oil production (Olea europaea)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,5,0.85
"A.11.04.009","Palm kernel oil","A.05.05.002","Palm nuts (palmoil kernels)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,2.17,0.85
"A.11.04.010","Palm oil","A.05.05.003","Palmfruit (Elaeis guineensis)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,5.26,0.85
"A.11.04.011","Peanut oil","A.04.02.021","Peanut (Arachis hypogea)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,2.33,0.85
"A.11.04.012","Pumpkinseed oil","A.04.04.009","Pumpkin seeds (Cucurbita pepo var. oleifera)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,2.86,0.85
"A.11.04.013","Rapeseed oil","A.04.04.006","Rape seed (Brassica napus)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,2.63,0.72
"A.11.04.014","Safflower oil","A.04.04.010","Safflower (Carthamus tinctorius)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,2.4,0.85
"A.11.04.015","Sesame oil","A.04.04.004","Sesame seed (Sesamum indicum syn. S. orientale)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,2.33,0.85
"A.11.04.016","Soybean oil","A.04.02.012","Soya beans (Glycine max)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,5.56,0.35
"A.11.04.017","Sunflower oil","A.04.04.005","Sunflower seed (Helianthus annuus)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,2.44,0.82
"A.11.04.019","Walnut oil","A.04.03.012","Walnuts (Juglans regia)","F28.A0C02$F02.A068M","PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",100,1,2.22,0.85
"A.11.04.020","Wheat germ oil","A.01.02.001","Wheat grain","F28.A0C03$F28.A0C02$F02.A068A","PROCESS=Grain milling, PROCESS=Oil production, PART-NATURE=Germ (as part-nature)",100,1,50,0.85
"A.11.05","Fats of mixed origin","A.11.01.001","Butter","To be further disaggregated (d)",,46,1,1,1
"A.11.05","Fats of mixed origin","A.11.04.010","Palm oil","To be further disaggregated (d)",,18,1,1,1
"A.11.05","Fats of mixed origin","A.11.04.013","Rapeseed oil","To be further disaggregated (d)",,19,1,1,1
"A.11.05","Fats of mixed origin","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",1,1,1,1
"A.11.05","Fats of mixed origin","A.15.01","Tap water","F28.A07XD","PROCESS=Unspecified",16,1,1,1
"A.11.06.001","Margarine, normal fat","A.08.06.008","Buttermilk","To be further disaggregated (d)",,7.5,1,1,1
"A.11.06.001","Margarine, normal fat","A.11.04.006","Linseed oil","To be further disaggregated (d)",,11.83,1,1,1
"A.11.06.001","Margarine, normal fat","A.11.04.008","Olive oil","To be further disaggregated (d)",,11.83,1,1,1
"A.11.06.001","Margarine, normal fat","A.11.04.010","Palm oil","To be further disaggregated (d)",,11.83,1,1,1
"A.11.06.001","Margarine, normal fat","A.11.04.013","Rapeseed oil","To be further disaggregated (d)",,32,1,1,1
"A.11.06.001","Margarine, normal fat","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",1.28,1,1,1
"A.11.06.001","Margarine, normal fat","A.11.04.017","Sunflower oil","To be further disaggregated (d)",,11.83,1,1,1
"A.11.06.001","Margarine, normal fat","A.15.01","Tap water","F28.A07XD","PROCESS=Unspecified",11.9,1,1,1
"A.11.06.002","Margarine, low fat","A.08.06.008","Buttermilk","To be further disaggregated (d)",,7.5,1,1,1
"A.11.06.002","Margarine, low fat","A.11.04.006","Linseed oil","To be further disaggregated (d)",,6.5,1,1,1
"A.11.06.002","Margarine, low fat","A.11.04.008","Olive oil","To be further disaggregated (d)",,5,1,1,1
"A.11.06.002","Margarine, low fat","A.11.04.010","Palm oil","To be further disaggregated (d)",,6.5,1,1,1
"A.11.06.002","Margarine, low fat","A.11.04.013","Rapeseed oil","To be further disaggregated (d)",,6.5,1,1,1
"A.11.06.002","Margarine, low fat","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",1.1,1,1,1
"A.11.06.002","Margarine, low fat","A.11.04.017","Sunflower oil","To be further disaggregated (d)",,6.5,1,1,1
"A.11.06.002","Margarine, low fat","A.15.01","Tap water","F28.A07XD","PROCESS=Unspecified",60.4,1,1,1
"A.11.06.003","Margarine with other ingredients","A.11.04.010","Palm oil","To be further disaggregated (d)",,28.3,1,1,1
"A.11.06.003","Margarine with other ingredients","A.11.04.013","Rapeseed oil","To be further disaggregated (d)",,14.1,1,1,1
"A.11.06.003","Margarine with other ingredients","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.42,1,1,1
"A.11.06.003","Margarine with other ingredients","A.11.04.016","Soybean oil","To be further disaggregated (d)",,10.6,0.45,1,1
"A.11.06.003","Margarine with other ingredients","A.15.01","Tap water","F28.A07XD","PROCESS=Unspecified",46.58,1,1,1
"A.11.06.003","Margarine with other ingredients","A.08.06.001.002","Yoghurt, cow milk, 1 - 3% fat","To be further disaggregated (d)",,10.6,0.55,1,1
"A.11.06.004","Fat emulsions","A.11.04.010","Palm oil","To be further disaggregated (d)",,28.3,1,1,1
"A.11.06.004","Fat emulsions","A.11.04.013","Rapeseed oil","To be further disaggregated (d)",,14.1,1,1,1
"A.11.06.004","Fat emulsions","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.42,1,1,1
"A.11.06.004","Fat emulsions","A.11.04.016","Soybean oil","To be further disaggregated (d)",,10.6,0.45,1,1
"A.11.06.004","Fat emulsions","A.15.01","Tap water","F28.A07XD","PROCESS=Unspecified",46.58,1,1,1
"A.11.06.004","Fat emulsions","A.08.06.001.002","Yoghurt, cow milk, 1 - 3% fat","To be further disaggregated (d)",,10.6,0.55,1,1
"A.12.01.001","Juice, Apple","A.05.02.001","Apple (Malus domesticus)","F28.A07LN","PROCESS=Juicing",100,1,1.54,1
"A.12.01.002","Juice, Orange","A.05.01.002","Oranges (Citrus sinensis)","F28.A07LN","PROCESS=Juicing",100,1,1.82,1
"A.12.01.003","Juice, Grapefruit","A.05.01.001","Grapefruit (Citrus paradisi)","F28.A07LN","PROCESS=Juicing",100,1,2.13,1
"A.12.01.004","Juice, Pineapple","A.05.06.021","Pineapples (Ananas comosus)","F28.A07LN","PROCESS=Juicing",100,1,5,1
"A.12.01.006","Juice, Grape","A.05.04.001","Table grapes (Vitis euvitis)","F28.A07LN","PROCESS=Juicing",100,1,1.33,1
"A.12.01.007","Juice, Cranberry","A.05.04.009","Cranberries (Vaccinium macrocarpon)","F28.A07LN","PROCESS=Juicing",100,1,1.59,1
"A.12.01.008","Juice, Pomegranate","A.05.06.018","Pomegranate (Punica granatum)","F28.A07LN","PROCESS=Juicing",100,1,5,1
"A.12.01.009","Juice, Peach","A.05.03.011","Peaches (Prunus persica)","F28.A07LN","PROCESS=Juicing",100,1,1.48,1
"A.12.01.010","Juice, Lemon","A.05.01.003","Lemons (Citrus limon)","F28.A07LN","PROCESS=Juicing",100,1,2.56,1
"A.12.01.011","Juice, Lime","A.05.01.004","Limes (Citrus aurantifolia)","F28.A07LN","PROCESS=Juicing",100,1,2.56,1
"A.12.01.012","Juice, Pear","A.05.02.002","Pear (Pyrus communis)","F28.A07LN","PROCESS=Juicing",100,1,1.85,1
"A.12.01.013","Juice, Apricot","A.05.03.001","Apricots (Prunus armeniaca)","F28.A07LN","PROCESS=Juicing",100,1,1.48,1
"A.12.01.015","Juice, Blackberry","A.05.04.004","Blackberries (Rubus fruticosus)","F28.A07LN","PROCESS=Juicing",100,1,1.59,1
"A.12.01.016","Juice, Blackcurrant","A.05.04.010","Currants (red, black and white) (Ribes nigrum, Ribes rubrum)","F28.A07LN","PROCESS=Juicing",100,1,1.67,1
"A.12.01.017","Juice, Prune","A.05.03.002","Plums (Prunus domestica)","F28.A07LN","PROCESS=Juicing",100,1,1.48,1
"A.12.01.018","Juice, Redcurrant","A.05.04.010","Currants (red, black and white) (Ribes nigrum, Ribes rubrum)","F28.A07LN","PROCESS=Juicing",100,1,1.67,1
"A.12.01.019","Juice, Elderberry","A.05.04.015","Elderberries (Sambucus nigra)","F28.A07LN","PROCESS=Juicing",100,1,1.59,1
"A.12.01.020","Juice, Passion fruit","A.05.06.010","Passion fruit (Passiflora edulis)","F28.A07LN","PROCESS=Juicing",100,1,1.85,1
"A.12.01.021","Juice, Guava","A.05.06.020","Guava (Psidium guajava)","F28.A07LN","PROCESS=Juicing",100,1,5,1
"A.12.02.002","Juice concentrate, Raspberries","A.05.04.006","Raspberries (Rubus idaeus)","F28.A07LN$F28.A07KF","PROCESS=Juicing, PROCESS=Concentration / evaporation",100,1,4.77,1
"A.12.02.003","Juice concentrate, Blackberries","A.05.04.004","Blackberries (Rubus fruticosus)","F28.A07LN$F28.A07KF","PROCESS=Juicing, PROCESS=Concentration / evaporation",100,1,4.77,1
"A.12.02.004","Juice concentrate, Currants (red)","A.05.04.010","Currants (red, black and white) (Ribes nigrum, Ribes rubrum)","F28.A07LN$F28.A07KF","PROCESS=Juicing, PROCESS=Concentration / evaporation",100,1,5.01,1
"A.12.02.005","Juice concentrate, Currants (black)","A.05.04.010","Currants (red, black and white) (Ribes nigrum, Ribes rubrum)","F28.A07LN$F28.A07KF","PROCESS=Juicing, PROCESS=Concentration / evaporation",100,1,5.01,1
"A.12.02.006","Juice concentrate, Gooseberries","A.05.04.011","Gooseberries (Ribes uva-crispa)","F28.A07LN$F28.A07KF","PROCESS=Juicing, PROCESS=Concentration / evaporation",100,1,6,1
"A.12.02.008","Juice concentrate, Blueberries","A.05.04.008","Blueberries (Vaccinium corymbosum)","F28.A07LN$F28.A07KF","PROCESS=Juicing, PROCESS=Concentration / evaporation",100,1,4.77,1
"A.12.02.010","Juice concentrate, Plums","A.05.03.002","Plums (Prunus domestica)","F28.A07LN$F28.A07KF","PROCESS=Juicing, PROCESS=Concentration / evaporation",100,1,4.44,1
